algorithm,dataset,model,sensitive_feature,run_id,budget,n_idis,idi_ratio,idi_diversity,runtime_seconds
RS,compas,rf,sex,20,1000,181,0.181,0.997623860836029,14.503142833709717
GA-FT,compas,rf,sex,20,1000,151,0.151,1.1624072790145874,14.362020015716553
RS,compas,rf,sex,21,1000,183,0.183,0.9859651327133179,14.539056777954102
GA-FT,compas,rf,sex,21,1000,155,0.155,1.2825261354446411,14.523249864578247
RS,compas,rf,sex,22,1000,187,0.187,1.000783085823059,14.538926124572754
GA-FT,compas,rf,sex,22,1000,154,0.154,1.17525315284729,14.520325183868408
RS,compas,rf,sex,23,1000,194,0.194,1.0200469493865967,14.48155689239502
GA-FT,compas,rf,sex,23,1000,160,0.16,1.1885688304901123,14.550318002700806
RS,compas,rf,sex,24,1000,186,0.186,1.0288649797439575,14.51098108291626
GA-FT,compas,rf,sex,24,1000,121,0.121,1.1996302604675293,14.48156189918518
RS,compas,rf,sex,25,1000,177,0.177,0.9749059677124023,14.487669944763184
GA-FT,compas,rf,sex,25,1000,137,0.137,1.0683671236038208,14.484686851501465
RS,compas,rf,sex,26,1000,186,0.186,1.0255416631698608,14.484141826629639
GA-FT,compas,rf,sex,26,1000,128,0.128,1.2972333431243896,14.496712923049927
RS,compas,rf,sex,27,1000,210,0.21,1.0216529369354248,14.500688791275024
GA-FT,compas,rf,sex,27,1000,184,0.184,1.1530624628067017,14.51117992401123
RS,compas,rf,sex,28,1000,186,0.186,0.9947101473808289,14.54187798500061
GA-FT,compas,rf,sex,28,1000,113,0.113,1.2172085046768188,14.49177861213684
RS,compas,rf,sex,29,1000,183,0.183,0.9881090521812439,14.516649961471558
GA-FT,compas,rf,sex,29,1000,202,0.202,1.043387770652771,14.45296311378479
RS,compas,rf,race,0,1000,273,0.273,0.9684662222862244,14.535976886749268
GA-FT,compas,rf,race,0,1000,169,0.169,1.1353710889816284,14.493665218353271
RS,compas,rf,race,1,1000,268,0.268,0.9749337434768677,14.52977991104126
GA-FT,compas,rf,race,1,1000,234,0.234,1.0408601760864258,14.549493074417114
RS,compas,rf,race,2,1000,254,0.254,0.9400204420089722,14.527728796005249
GA-FT,compas,rf,race,2,1000,221,0.221,0.9816120266914368,14.562043905258179
RS,compas,rf,race,3,1000,269,0.269,0.9793747663497925,14.579614877700806
GA-FT,compas,rf,race,3,1000,204,0.204,1.229383945465088,14.489089965820312
RS,compas,rf,race,4,1000,266,0.266,0.9881000518798828,14.450325012207031
GA-FT,compas,rf,race,4,1000,199,0.199,1.0664561986923218,14.466194868087769
RS,compas,rf,race,5,1000,248,0.248,0.9629698991775513,14.561686754226685
GA-FT,compas,rf,race,5,1000,150,0.15,1.1456726789474487,14.524770021438599
RS,compas,rf,race,6,1000,241,0.241,0.966002881526947,14.527546167373657
GA-FT,compas,rf,race,6,1000,252,0.252,1.0374501943588257,14.520087957382202
RS,compas,rf,race,7,1000,283,0.283,0.9905994534492493,24.842609882354736
GA-FT,compas,rf,race,7,1000,138,0.138,1.299811601638794,14.802576065063477
RS,compas,rf,race,8,1000,272,0.272,0.9475979804992676,14.495265007019043
GA-FT,compas,rf,race,8,1000,197,0.197,0.9828290939331055,14.529076337814331
RS,compas,rf,race,9,1000,274,0.274,0.9102198481559753,14.587000846862793
GA-FT,compas,rf,race,9,1000,220,0.22,1.0735586881637573,14.53976035118103
RS,compas,rf,race,10,1000,277,0.277,0.9446409344673157,14.493719100952148
GA-FT,compas,rf,race,10,1000,179,0.179,1.099770426750183,14.565829038619995
RS,compas,rf,race,11,1000,255,0.255,0.93181973695755,14.523139238357544
GA-FT,compas,rf,race,11,1000,157,0.157,1.203660488128662,14.545942068099976
RS,compas,rf,race,12,1000,271,0.271,0.9256367683410645,14.580085039138794
GA-FT,compas,rf,race,12,1000,175,0.175,0.9959292411804199,14.44627594947815
RS,compas,rf,race,13,1000,262,0.262,0.9714413285255432,14.45049500465393
GA-FT,compas,rf,race,13,1000,187,0.187,0.8867992758750916,14.495569229125977
RS,compas,rf,race,14,1000,254,0.254,0.9293126463890076,14.555102109909058
GA-FT,compas,rf,race,14,1000,172,0.172,1.2506392002105713,14.600506067276001
RS,compas,rf,race,15,1000,260,0.26,0.957220733165741,14.449700832366943
GA-FT,compas,rf,race,15,1000,175,0.175,1.0453431606292725,14.526983976364136
RS,compas,rf,race,16,1000,278,0.278,0.9175915718078613,14.515730142593384
GA-FT,compas,rf,race,16,1000,159,0.159,1.094040870666504,14.46284818649292
RS,compas,rf,race,17,1000,264,0.264,0.9454202055931091,14.562112092971802
GA-FT,compas,rf,race,17,1000,167,0.167,1.038307785987854,14.48843789100647
RS,compas,rf,race,18,1000,260,0.26,0.908721923828125,14.432137966156006
GA-FT,compas,rf,race,18,1000,172,0.172,1.0071111917495728,24.047568798065186
RS,compas,rf,race,19,1000,252,0.252,0.9003229737281799,15.499521732330322
GA-FT,compas,rf,race,19,1000,202,0.202,1.0485180616378784,14.647767066955566
RS,compas,rf,race,20,1000,261,0.261,0.9469502568244934,14.50757122039795
GA-FT,compas,rf,race,20,1000,143,0.143,1.1659984588623047,14.444958209991455
RS,compas,rf,race,21,1000,276,0.276,0.9037269353866577,14.536502122879028
GA-FT,compas,rf,race,21,1000,166,0.166,1.3464810848236084,14.512115001678467
RS,compas,rf,race,22,1000,270,0.27,0.9448875188827515,14.509159088134766
GA-FT,compas,rf,race,22,1000,185,0.185,1.1389763355255127,14.502816200256348
RS,compas,rf,race,23,1000,261,0.261,0.9617345929145813,14.582352876663208
GA-FT,compas,rf,race,23,1000,187,0.187,1.010728359222412,14.588584184646606
RS,compas,rf,race,24,1000,262,0.262,0.9732664227485657,14.445189714431763
GA-FT,compas,rf,race,24,1000,210,0.21,1.0694221258163452,14.433927297592163
RS,compas,rf,race,25,1000,275,0.275,0.9480703473091125,14.506631851196289
GA-FT,compas,rf,race,25,1000,177,0.177,1.0224106311798096,14.454405784606934
RS,compas,rf,race,26,1000,278,0.278,0.957099199295044,14.474017858505249
GA-FT,compas,rf,race,26,1000,174,0.174,1.3228724002838135,14.639028072357178
RS,compas,rf,race,27,1000,283,0.283,0.9520547986030579,14.503926992416382
GA-FT,compas,rf,race,27,1000,131,0.131,0.9708377718925476,14.523176908493042
RS,compas,rf,race,28,1000,258,0.258,0.9714083075523376,14.57791519165039
GA-FT,compas,rf,race,28,1000,234,0.234,1.0557571649551392,14.504749059677124
RS,compas,rf,race,29,1000,264,0.264,0.9513577818870544,14.521432876586914
GA-FT,compas,rf,race,29,1000,108,0.108,1.1488450765609741,14.55824589729309
RS,compas,gbm,sex,0,1000,90,0.09,0.8911411762237549,0.07414722442626953
GA-FT,compas,gbm,sex,0,1000,481,0.481,1.4037691354751587,0.09774899482727051
RS,compas,gbm,sex,1,1000,83,0.083,0.8819535970687866,0.0704340934753418
GA-FT,compas,gbm,sex,1,1000,508,0.508,1.2817273139953613,0.0991661548614502
RS,compas,gbm,sex,2,1000,94,0.094,0.8781430125236511,0.07210922241210938
GA-FT,compas,gbm,sex,2,1000,482,0.482,1.3194701671600342,0.10090422630310059
RS,compas,gbm,sex,3,1000,108,0.108,0.9152846336364746,0.07239413261413574
GA-FT,compas,gbm,sex,3,1000,474,0.474,1.2942228317260742,0.09575915336608887
RS,compas,gbm,sex,4,1000,87,0.087,0.8699004650115967,0.06841921806335449
GA-FT,compas,gbm,sex,4,1000,517,0.517,1.2836164236068726,0.09719610214233398
RS,compas,gbm,sex,5,1000,65,0.065,0.9086700677871704,0.06845998764038086
GA-FT,compas,gbm,sex,5,1000,528,0.528,1.2121554613113403,0.09671282768249512
RS,compas,gbm,sex,6,1000,84,0.084,0.9646026492118835,0.06834101676940918
GA-FT,compas,gbm,sex,6,1000,551,0.551,1.3288321495056152,0.09703516960144043
RS,compas,gbm,sex,7,1000,84,0.084,0.8677217364311218,0.06895899772644043
GA-FT,compas,gbm,sex,7,1000,496,0.496,1.1295969486236572,0.09690499305725098
RS,compas,gbm,sex,8,1000,95,0.095,0.9561502933502197,0.07141280174255371
GA-FT,compas,gbm,sex,8,1000,491,0.491,1.1469684839248657,0.10004711151123047
RS,compas,gbm,sex,9,1000,99,0.099,0.9201358556747437,0.07156705856323242
GA-FT,compas,gbm,sex,9,1000,382,0.382,1.4351086616516113,0.09517097473144531
RS,compas,gbm,sex,10,1000,82,0.082,0.8857982158660889,0.06924605369567871
GA-FT,compas,gbm,sex,10,1000,489,0.489,1.3286843299865723,0.09745907783508301
RS,compas,gbm,sex,11,1000,97,0.097,0.8977841734886169,0.07096314430236816
GA-FT,compas,gbm,sex,11,1000,462,0.462,1.1974549293518066,0.10168290138244629
RS,compas,gbm,sex,12,1000,94,0.094,0.8432183861732483,0.0722508430480957
GA-FT,compas,gbm,sex,12,1000,520,0.52,1.1523957252502441,0.10221290588378906
RS,compas,gbm,sex,13,1000,85,0.085,0.8767056465148926,0.07230472564697266
GA-FT,compas,gbm,sex,13,1000,469,0.469,1.3379822969436646,0.10139107704162598
RS,compas,gbm,sex,14,1000,97,0.097,0.8290345668792725,0.06798791885375977
GA-FT,compas,gbm,sex,14,1000,444,0.444,1.399371862411499,0.09596014022827148
RS,compas,gbm,sex,15,1000,94,0.094,0.9574769735336304,0.06873130798339844
GA-FT,compas,gbm,sex,15,1000,494,0.494,1.3893955945968628,0.09690380096435547
RS,compas,gbm,sex,16,1000,95,0.095,0.79755038022995,0.0685417652130127
GA-FT,compas,gbm,sex,16,1000,562,0.562,1.1827882528305054,0.09818816184997559
RS,compas,gbm,sex,17,1000,92,0.092,0.9050922989845276,0.07022500038146973
GA-FT,compas,gbm,sex,17,1000,450,0.45,1.4483752250671387,0.09969615936279297
RS,compas,gbm,sex,18,1000,93,0.093,0.871543288230896,0.07155108451843262
GA-FT,compas,gbm,sex,18,1000,523,0.523,1.1858996152877808,0.10081672668457031
RS,compas,gbm,sex,19,1000,102,0.102,0.8957496285438538,0.07173991203308105
GA-FT,compas,gbm,sex,19,1000,557,0.557,1.3779125213623047,0.10200881958007812
RS,compas,gbm,sex,20,1000,90,0.09,0.9604086875915527,0.06939005851745605
GA-FT,compas,gbm,sex,20,1000,486,0.486,1.4104570150375366,0.09655189514160156
RS,compas,gbm,sex,21,1000,102,0.102,0.8949701189994812,0.06882476806640625
GA-FT,compas,gbm,sex,21,1000,464,0.464,1.3653279542922974,0.09630203247070312
RS,compas,gbm,sex,22,1000,107,0.107,0.8796637058258057,0.06957793235778809
GA-FT,compas,gbm,sex,22,1000,509,0.509,1.395196795463562,0.09799885749816895
RS,compas,gbm,sex,23,1000,89,0.089,0.9614987969398499,0.06974411010742188
GA-FT,compas,gbm,sex,23,1000,503,0.503,1.3634469509124756,0.1017160415649414
RS,compas,gbm,sex,24,1000,106,0.106,0.8838749527931213,0.07230281829833984
GA-FT,compas,gbm,sex,24,1000,504,0.504,1.385614037513733,0.10176515579223633
RS,compas,gbm,sex,25,1000,87,0.087,0.9044078588485718,0.07270693778991699
GA-FT,compas,gbm,sex,25,1000,524,0.524,1.3091621398925781,0.1022500991821289
RS,compas,gbm,sex,26,1000,104,0.104,0.8548824787139893,0.07264900207519531
GA-FT,compas,gbm,sex,26,1000,381,0.381,1.4174939393997192,0.10019898414611816
RS,compas,gbm,sex,27,1000,91,0.091,0.8987920880317688,0.07292389869689941
GA-FT,compas,gbm,sex,27,1000,525,0.525,1.1583970785140991,0.09981608390808105
RS,compas,gbm,sex,28,1000,91,0.091,0.9362164735794067,0.06923198699951172
GA-FT,compas,gbm,sex,28,1000,556,0.556,1.4374213218688965,0.09877705574035645
RS,compas,gbm,sex,29,1000,98,0.098,0.9231131076812744,0.06953191757202148
GA-FT,compas,gbm,sex,29,1000,519,0.519,1.3937674760818481,0.09700703620910645
RS,compas,gbm,race,0,1000,43,0.043,0.9529210329055786,0.07030582427978516
GA-FT,compas,gbm,race,0,1000,478,0.478,1.308292031288147,0.09927177429199219
RS,compas,gbm,race,1,1000,49,0.049,0.872979998588562,0.07147383689880371
GA-FT,compas,gbm,race,1,1000,534,0.534,1.409510612487793,0.09997391700744629
RS,compas,gbm,race,2,1000,57,0.057,0.9219527840614319,0.07196211814880371
GA-FT,compas,gbm,race,2,1000,477,0.477,1.3042116165161133,0.10036015510559082
RS,compas,gbm,race,3,1000,70,0.07,0.8561102151870728,0.07238888740539551
GA-FT,compas,gbm,race,3,1000,498,0.498,1.370685338973999,0.10121893882751465
RS,compas,gbm,race,4,1000,54,0.054,0.9429402947425842,0.07457804679870605
GA-FT,compas,gbm,race,4,1000,533,0.533,1.4121237993240356,0.1035919189453125
RS,compas,gbm,race,5,1000,45,0.045,0.9675273299217224,0.07410097122192383
GA-FT,compas,gbm,race,5,1000,432,0.432,1.383651614189148,0.10368180274963379
RS,compas,gbm,race,6,1000,45,0.045,0.9229261875152588,0.07505297660827637
GA-FT,compas,gbm,race,6,1000,495,0.495,1.2954517602920532,0.10409998893737793
RS,compas,gbm,race,7,1000,46,0.046,0.9706277847290039,0.07486677169799805
GA-FT,compas,gbm,race,7,1000,580,0.58,1.4953641891479492,0.10300183296203613
RS,compas,gbm,race,8,1000,49,0.049,0.9480755925178528,0.07053589820861816
GA-FT,compas,gbm,race,8,1000,567,0.567,1.389508843421936,0.1000509262084961
RS,compas,gbm,race,9,1000,45,0.045,0.9328702688217163,0.07098388671875
GA-FT,compas,gbm,race,9,1000,493,0.493,1.4090181589126587,0.10252976417541504
RS,compas,gbm,race,10,1000,43,0.043,0.8990162014961243,0.07328510284423828
GA-FT,compas,gbm,race,10,1000,564,0.564,1.2944283485412598,0.1026298999786377
RS,compas,gbm,race,11,1000,52,0.052,0.9289283156394958,0.07140398025512695
GA-FT,compas,gbm,race,11,1000,540,0.54,1.3267841339111328,0.10081815719604492
RS,compas,gbm,race,12,1000,41,0.041,0.8474270701408386,0.07175016403198242
GA-FT,compas,gbm,race,12,1000,505,0.505,1.44611394405365,0.10023093223571777
RS,compas,gbm,race,13,1000,50,0.05,0.8460513949394226,0.07118415832519531
GA-FT,compas,gbm,race,13,1000,560,0.56,1.4367073774337769,0.10036611557006836
RS,compas,gbm,race,14,1000,49,0.049,0.9040200114250183,0.0703117847442627
GA-FT,compas,gbm,race,14,1000,480,0.48,1.3941831588745117,0.09935379028320312
RS,compas,gbm,race,15,1000,51,0.051,0.9112269282341003,0.07108306884765625
GA-FT,compas,gbm,race,15,1000,547,0.547,1.48495352268219,0.10345721244812012
RS,compas,gbm,race,16,1000,44,0.044,0.9953684210777283,0.0735468864440918
GA-FT,compas,gbm,race,16,1000,478,0.478,1.3612515926361084,0.10572481155395508
RS,compas,gbm,race,17,1000,65,0.065,0.9176211357116699,0.07362890243530273
GA-FT,compas,gbm,race,17,1000,575,0.575,1.262631893157959,0.10482311248779297
RS,compas,gbm,race,18,1000,52,0.052,0.8938703536987305,0.0739142894744873
GA-FT,compas,gbm,race,18,1000,542,0.542,1.392463207244873,0.10375118255615234
RS,compas,gbm,race,19,1000,53,0.053,0.8777201175689697,0.0735468864440918
GA-FT,compas,gbm,race,19,1000,540,0.54,1.3907428979873657,0.10071706771850586
RS,compas,gbm,race,20,1000,46,0.046,0.8250024318695068,0.07097220420837402
GA-FT,compas,gbm,race,20,1000,485,0.485,1.4048658609390259,0.10029816627502441
RS,compas,gbm,race,21,1000,51,0.051,0.88080233335495,0.07039022445678711
GA-FT,compas,gbm,race,21,1000,477,0.477,1.3101853132247925,0.09999895095825195
RS,compas,gbm,race,22,1000,54,0.054,0.9115061163902283,0.07111930847167969
GA-FT,compas,gbm,race,22,1000,478,0.478,1.2776262760162354,0.10129880905151367
RS,compas,gbm,race,23,1000,45,0.045,0.8579515814781189,0.0735468864440918
GA-FT,compas,gbm,race,23,1000,506,0.506,1.3770231008529663,0.10341000556945801
RS,compas,gbm,race,24,1000,53,0.053,0.8884127736091614,0.07320690155029297
GA-FT,compas,gbm,race,24,1000,460,0.46,1.354622721672058,0.10297274589538574
RS,compas,gbm,race,25,1000,41,0.041,0.8895544409751892,0.073974609375
GA-FT,compas,gbm,race,25,1000,466,0.466,1.446987509727478,0.09932589530944824
RS,compas,gbm,race,26,1000,49,0.049,0.8935970664024353,0.07072305679321289
GA-FT,compas,gbm,race,26,1000,569,0.569,1.3666492700576782,0.10045790672302246
RS,compas,gbm,race,27,1000,51,0.051,0.8980543613433838,0.07195591926574707
GA-FT,compas,gbm,race,27,1000,470,0.47,1.3335105180740356,0.10351991653442383
RS,compas,gbm,race,28,1000,46,0.046,0.8669808506965637,0.07309174537658691
GA-FT,compas,gbm,race,28,1000,575,0.575,1.2941735982894897,0.1011960506439209
RS,compas,gbm,race,29,1000,44,0.044,0.8940379619598389,0.07094502449035645
GA-FT,compas,gbm,race,29,1000,470,0.47,1.4329513311386108,0.10003304481506348
